Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_385.jpg;0;0;0;0.04908162;106.9703;89.22105;359.1098;15.74224;0.07964062
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_452.jpg;0;0;0;0.036364;106.9704;89.22099;358.9949;15.74174;0.04089079
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_519.jpg;0;0;0;0.02688347;106.9705;89.22097;358.8948;15.74069;359.9881
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_585.jpg;3.008925;0;0;0.0171855;106.9705;89.22099;358.8603;16.19302;359.9703
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_652.jpg;6.02062;0;0;0;106.9705;89.22102;358.8664;17.09472;359.9821
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_719.jpg;9.008742;0;0;0;106.9705;89.22102;358.913;19.0789;0.01267997
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_786.jpg;12.01853;0;0;-0.01536289;106.9704;89.22102;358.9728;21.1521;0.03837065
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_852.jpg;15;0;0;-0.02201728;106.9704;89.22102;359.0492;23.67393;0.06310302
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_919.jpg;15;0;0;-0.02599881;106.9703;89.22101;359.169;27.2738;0.08517205
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_30_986.jpg;15;0;0;-0.02914696;106.9703;89.22101;359.2684;29.97352;0.08931398
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_31_052.jpg;11.98798;0;0;-0.03208534;106.9703;89.22101;359.3725;32.31177;0.07862782
C:\Users\user\Desktop\Robotics Nanodegree\data\IMG\robocam_2017_11_30_11_00_31_119.jpg;8.962251;0;0;-0.03332161;106.9702;89.221;359.5138;34.64597;0.04488933
